study_accession	sample_accession	secondary_sample_accession	sample_alias	experiment_accession	run_accession	scientific_name	instrument_model	library_layout	library_source	library_selection	read_count	base_count	experiment_title	fastq_ftp
PRJEB634	SAMEA2063188	ERS235924	249299-sc-2013-04-16T07:33:18Z-1611105	ERX311809	ERR338938	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2446693	489338600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338938/ERR338938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338938/ERR338938_2.fastq.gz
PRJEB634	SAMEA2063189	ERS235925	348816-sc-2013-04-16T07:33:19Z-1611106	ERX311810	ERR338939	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2843029	568605800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338939/ERR338939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338939/ERR338939_2.fastq.gz
PRJEB634	SAMEA2063190	ERS235926	1025080-sc-2013-04-16T07:33:20Z-1611107	ERX311811	ERR338940	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2690003	538000600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338940/ERR338940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338940/ERR338940_2.fastq.gz
PRJEB634	SAMEA2063191	ERS235927	465481-sc-2013-04-16T07:33:22Z-1611108	ERX311812	ERR338941	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3262011	652402200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338941/ERR338941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338941/ERR338941_2.fastq.gz
PRJEB634	SAMEA1972605	ERS235928	384986-sc-2013-04-16T07:33:22Z-1611109	ERX311813	ERR338942	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2702574	540514800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338942/ERR338942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338942/ERR338942_2.fastq.gz
PRJEB634	SAMEA2063192	ERS235929	1025081-sc-2013-04-16T07:33:23Z-1611110	ERX311814	ERR338943	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2411418	482283600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338943/ERR338943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338943/ERR338943_2.fastq.gz
PRJEB634	SAMEA2063193	ERS235930	466244-sc-2013-04-16T07:33:25Z-1611111	ERX311815	ERR338944	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2796771	559354200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338944/ERR338944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338944/ERR338944_2.fastq.gz
PRJEB634	SAMEA2063194	ERS235931	426007-sc-2013-04-16T07:33:27Z-1611112	ERX311816	ERR338945	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2941960	588392000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338945/ERR338945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338945/ERR338945_2.fastq.gz
PRJEB634	SAMEA2063195	ERS235932	333519-sc-2013-04-16T07:33:28Z-1611113	ERX311817	ERR338946	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2591617	518323400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338946/ERR338946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338946/ERR338946_2.fastq.gz
PRJEB634	SAMEA2063196	ERS235933	308821-sc-2013-04-16T07:33:30Z-1611114	ERX311818	ERR338947	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2986630	597326000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338947/ERR338947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338947/ERR338947_2.fastq.gz
PRJEB634	SAMEA2063197	ERS235934	383167-sc-2013-04-16T07:33:31Z-1611115	ERX311819	ERR338948	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2783316	556663200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338948/ERR338948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338948/ERR338948_2.fastq.gz
PRJEB634	SAMEA1972940	ERS235935	464793-sc-2013-04-16T07:33:32Z-1611116	ERX311820	ERR338949	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3416173	683234600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338949/ERR338949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338949/ERR338949_2.fastq.gz
PRJEB634	SAMEA2063198	ERS235936	679982-sc-2013-04-16T07:33:33Z-1611117	ERX311821	ERR338950	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3442004	688400800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338950/ERR338950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338950/ERR338950_2.fastq.gz
PRJEB634	SAMEA1963928	ERS235937	672637-sc-2013-04-16T07:33:35Z-1611118	ERX311822	ERR338951	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3458260	691652000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338951/ERR338951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338951/ERR338951_2.fastq.gz
PRJEB634	SAMEA2063332	ERS235938	682773-sc-2013-04-16T07:33:36Z-1611119	ERX311823	ERR338952	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3252026	650405200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338952/ERR338952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338952/ERR338952_2.fastq.gz
PRJEB634	SAMEA2063333	ERS235939	121806-sc-2013-04-16T07:33:37Z-1611120	ERX311824	ERR338953	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2678745	535749000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338953/ERR338953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338953/ERR338953_2.fastq.gz
PRJEB634	SAMEA2063334	ERS235940	261629-sc-2013-04-16T07:33:38Z-1611121	ERX311825	ERR338954	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2334245	466849000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338954/ERR338954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338954/ERR338954_2.fastq.gz
PRJEB634	SAMEA2063335	ERS235941	682965-sc-2013-04-16T07:33:39Z-1611122	ERX311826	ERR338955	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2349580	469916000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338955/ERR338955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338955/ERR338955_2.fastq.gz
PRJEB634	SAMEA2063336	ERS235942	649763-sc-2013-04-16T07:33:40Z-1611123	ERX311827	ERR338956	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2216394	443278800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338956/ERR338956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338956/ERR338956_2.fastq.gz
PRJEB634	SAMEA2063337	ERS235943	655136-sc-2013-04-16T07:33:41Z-1611124	ERX311828	ERR338957	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2787169	557433800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338957/ERR338957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338957/ERR338957_2.fastq.gz
PRJEB634	SAMEA2063338	ERS235944	672246-sc-2013-04-16T07:33:42Z-1611125	ERX311829	ERR338958	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2565949	513189800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338958/ERR338958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338958/ERR338958_2.fastq.gz
PRJEB634	SAMEA2063339	ERS235945	656744-sc-2013-04-16T07:33:43Z-1611126	ERX311830	ERR338959	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3098381	619676200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338959/ERR338959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338959/ERR338959_2.fastq.gz
PRJEB634	SAMEA2063340	ERS235946	651579-sc-2013-04-16T07:33:44Z-1611127	ERX311831	ERR338960	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2461856	492371200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338960/ERR338960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338960/ERR338960_2.fastq.gz
PRJEB634	SAMEA2063341	ERS235947	672325-sc-2013-04-16T07:33:46Z-1611128	ERX311832	ERR338961	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3448210	689642000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338961/ERR338961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338961/ERR338961_2.fastq.gz
PRJEB634	SAMEA2063342	ERS235948	672632-sc-2013-04-16T07:33:47Z-1611129	ERX311833	ERR338962	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3271565	654313000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338962/ERR338962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338962/ERR338962_2.fastq.gz
PRJEB634	SAMEA2063343	ERS235949	658902-sc-2013-04-16T07:33:48Z-1611130	ERX311834	ERR338963	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2970320	594064000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338963/ERR338963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338963/ERR338963_2.fastq.gz
PRJEB634	SAMEA2063344	ERS235950	658910-sc-2013-04-16T07:33:49Z-1611131	ERX311835	ERR338964	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2565352	513070400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338964/ERR338964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338964/ERR338964_2.fastq.gz
PRJEB634	SAMEA2063345	ERS235951	672461-sc-2013-04-16T07:33:50Z-1611132	ERX311836	ERR338965	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2647050	529410000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338965/ERR338965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338965/ERR338965_2.fastq.gz
PRJEB634	SAMEA2063346	ERS235952	672458-sc-2013-04-16T07:33:52Z-1611133	ERX311837	ERR338966	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4546321	909264200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338966/ERR338966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338966/ERR338966_2.fastq.gz
PRJEB634	SAMEA2063347	ERS235953	645899-sc-2013-04-16T07:33:53Z-1611134	ERX311838	ERR338967	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2781314	556262800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338967/ERR338967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338967/ERR338967_2.fastq.gz
PRJEB634	SAMEA2063348	ERS235954	645902-sc-2013-04-16T07:33:54Z-1611135	ERX311839	ERR338968	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2605542	521108400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338968/ERR338968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338968/ERR338968_2.fastq.gz
PRJEB634	SAMEA2063349	ERS235955	634948-sc-2013-04-16T07:33:56Z-1611136	ERX311840	ERR338969	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3178891	635778200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338969/ERR338969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338969/ERR338969_2.fastq.gz
PRJEB634	SAMEA2063512	ERS235956	649762-sc-2013-04-16T07:33:57Z-1611137	ERX311841	ERR338970	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2835459	567091800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338970/ERR338970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338970/ERR338970_2.fastq.gz
PRJEB634	SAMEA2063513	ERS235957	672456-sc-2013-04-16T07:33:59Z-1611138	ERX311842	ERR338971	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2582081	516416200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338971/ERR338971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338971/ERR338971_2.fastq.gz
PRJEB634	SAMEA1930130	ERS330784	07_0601-sc-2013-07-29T11:21:14Z-1672823	ERX324903	ERR352120	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina MiSeq	PAIRED	GENOMIC	RANDOM	1631206	244680900	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR352/ERR352120/ERR352120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR352/ERR352120/ERR352120_2.fastq.gz
PRJEB634	SAMEA1930131	ERS330785	07_0599-sc-2013-07-29T11:21:18Z-1672824	ERX324904	ERR352121	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina MiSeq	PAIRED	GENOMIC	RANDOM	1760724	264108600	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR352/ERR352121/ERR352121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR352/ERR352121/ERR352121_2.fastq.gz
PRJEB634	SAMEA1930132	ERS330786	07_0600-sc-2013-07-29T11:21:19Z-1672825	ERX324905	ERR352122	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina MiSeq	PAIRED	GENOMIC	RANDOM	1687722	253158300	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR352/ERR352122/ERR352122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR352/ERR352122/ERR352122_2.fastq.gz
PRJEB634	SAMEA2072145	ERS248542	P149-sc-2013-05-22T09:56:59Z-1611209	ERX342050	ERR369341	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3498250	349825000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369341/ERR369341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369341/ERR369341_2.fastq.gz
PRJEB634	SAMEA2072146	ERS248545	Q64-sc-2013-05-22T09:57:03Z-1611212	ERX342051	ERR369342	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3912336	391233600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369342/ERR369342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369342/ERR369342_2.fastq.gz
PRJEB634	SAMEA2072150	ERS248557	T27-sc-2013-05-22T09:57:19Z-1611224	ERX342052	ERR369343	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4274980	427498000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369343/ERR369343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369343/ERR369343_2.fastq.gz
PRJEB634	SAMEA2074347	ERS248549	R42-sc-2013-05-22T09:57:10Z-1611216	ERX342053	ERR369344	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4050344	405034400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369344/ERR369344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369344/ERR369344_2.fastq.gz
PRJEB634	SAMEA2080491	ERS255471	93_7053-sc-2013-06-10T14:56:54Z-1611295	ERX342054	ERR369345	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4215478	421547800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369345/ERR369345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369345/ERR369345_2.fastq.gz
PRJEB634	SAMEA2080493	ERS255477	98_2244-sc-2013-06-10T14:57:04Z-1611301	ERX342055	ERR369346	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4187848	418784800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369346/ERR369346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369346/ERR369346_2.fastq.gz
PRJEB634	SAMEA2080490	ERS255468	92_3273-sc-2013-06-10T14:56:47Z-1611292	ERX342056	ERR369347	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4276746	427674600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369347/ERR369347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369347/ERR369347_2.fastq.gz
PRJEB634	SAMEA2080505	ERS255513	201300358-sc-2013-06-10T14:57:51Z-1611337	ERX342057	ERR369348	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4375000	437500000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369348/ERR369348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369348/ERR369348_2.fastq.gz
PRJEB634	SAMEA2078105	ERS255521	20_55-sc-2013-06-10T14:58:03Z-1611345	ERX342058	ERR369349	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3944942	394494200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369349/ERR369349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369349/ERR369349_2.fastq.gz
PRJEB634	SAMEA2078109	ERS255527	1_59-sc-2013-06-10T14:58:10Z-1611351	ERX342059	ERR369350	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3734450	373445000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369350/ERR369350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369350/ERR369350_2.fastq.gz
PRJEB634	SAMEA2077616	ERS255472	93_9986-sc-2013-06-10T14:56:55Z-1611296	ERX342060	ERR369351	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4181684	418168400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369351/ERR369351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369351/ERR369351_2.fastq.gz
PRJEB634	SAMEA2077615	ERS255470	93_5337-sc-2013-06-10T14:56:51Z-1611294	ERX342061	ERR369352	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3860204	386020400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369352/ERR369352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369352/ERR369352_2.fastq.gz
PRJEB634	SAMEA2078110	ERS255529	17_60-sc-2013-06-10T14:58:12Z-1611353	ERX342062	ERR369353	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3951148	395114800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369353/ERR369353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369353/ERR369353_2.fastq.gz
PRJEB634	SAMEA2077839	ERS255473	94_4688-sc-2013-06-10T14:56:57Z-1611297	ERX342063	ERR369354	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3955470	395547000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369354/ERR369354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369354/ERR369354_2.fastq.gz
PRJEB634	SAMEA2077614	ERS255469	93_2136-sc-2013-06-10T14:56:50Z-1611293	ERX342064	ERR369355	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4434016	443401600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369355/ERR369355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369355/ERR369355_2.fastq.gz
PRJEB634	SAMEA2078099	ERS255512	201101618-sc-2013-06-10T14:57:50Z-1611336	ERX342065	ERR369356	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4286208	428620800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369356/ERR369356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369356/ERR369356_2.fastq.gz
PRJEB634	SAMEA2080571	ERS255528	9_60-sc-2013-06-10T14:58:11Z-1611352	ERX342066	ERR369357	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4022830	402283000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369357/ERR369357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369357/ERR369357_2.fastq.gz
PRJEB634	SAMEA2078339	ERS255542	S89_347-sc-2013-06-10T14:58:27Z-1611366	ERX342067	ERR369358	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4015004	401500400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369358/ERR369358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369358/ERR369358_2.fastq.gz
PRJEB634	SAMEA2080500	ERS255498	06_6063-sc-2013-06-10T14:57:32Z-1611322	ERX342068	ERR369359	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4078962	407896200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369359/ERR369359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369359/ERR369359_2.fastq.gz
